sID	item	itemNumber	block	Shape.method	Color.method	shapeOne	shapeTwo	line	shapeThree	shapeFour	mode	onset_time	record_time	Rating
12	76	20	7	AB	BA	heartblue	sqred	line	sqblue	heartred	prime	1308600601	1.315954	8
12	8	21	7	AB	AA	heartred	circlepurp	line	circlered	heartred	prime	1308600432	1.943144	8
12	75	22	7	AB	BB	sqpurp	heartblack	line	heartblack	sqblack	prime	1308600599	1.352977	8
12	41	23	7	AB	AC	heartblue	diablack	line	diablue	heartred	prime	1308600515	2.64196	7
12	72	24	7	AB	CB	sqblack	heartpurp	line	heartblue	sqpurp	prime	1308600593	1.716828	7
12	45	25	7	AB	CA	heartpurp	triblack	line	trired	heartpurp	prime	1308600526	2.557235	7
12	35	26	7	AB	BC	diared	sqpurp	line	sqpurp	diablue	prime	1308600500	1.932006	7
12	31	27	7	AB	CD	circlepurp	triblue	line	trired	circleblack	prime	1308600492	1.876566	7
12	70	28	7	AB	AB	sqpurp	heartblack	line	sqpurp	heartblack	prime	1308600590	0.95526	9
12	27	29	7	AB	BA	triblue	octoblack	line	triblack	octoblue	prime	1308600483	1.97578	8
12	9	30	7	AB	AA	trired	octopurp	line	trired	octored	prime	1308600434	5.106546	8
12	51	31	7	AB	BB	circleblack	octoblue	line	circleblue	octoblue	prime	1308600544	1.398183	9
12	66	32	7	AB	AC	sqblue	octoblack	line	sqblue	octopurp	prime	1308600579	1.549909	8
12	80	33	7	AB	CB	heartblue	diablack	line	heartred	diablack	prime	1308600612	1.515775	8
12	30	34	7	AB	CA	sqred	heartpurp	line	sqblack	heartred	prime	1308600490	1.516852	7
12	44	35	7	AB	BC	octoblack	diablue	line	octoblue	diared	prime	1308600523	2.244124	7
12	29	36	7	AB	CD	diablack	triblue	line	diapurp	trired	prime	1308600488	2.058895	7
12	50	37	7	AB	AB	triblack	heartblue	line	triblack	heartblue	prime	1308600542	1.213924	9
12	26	38	7	AB	BA	trired	sqblue	line	sqred	triblue	prime	1308600482	0.94765	8
12	1	39	7	AB	AA	octoblue	trired	line	octoblue	octored	prime	1308600409	4.276753	6
12	61	40	7	AB	BB	heartblack	sqred	line	sqblack	sqred	prime	1308600570	1.500665	7
12	48	41	7	AB	AC	heartpurp	sqblack	line	heartpurp	octoblack	prime	1308600535	4.318075	8
12	25	42	7	AB	CB	diablack	octored	line	heartblack	octored	prime	1308600480	1.066838	8
12	58	43	7	AB	CA	octoblue	heartpurp	line	diablue	octopurp	prime	1308600562	1.316808	7
12	65	44	7	AB	BC	heartpurp	circleblack	line	circlepurp	sqblack	prime	1308600577	1.484627	7
12	38	45	7	AB	CD	sqpurp	diablue	line	tripurp	heartblue	prime	1308600509	1.348921	8
12	73	46	7	AB	AB	heartblack	trired	line	heartblack	trired	prime	1308600595	0.915765	9
12	33	47	7	AB	BA	tripurp	heartred	line	heartpurp	trired	prime	1308600496	1.362772	8
12	55	48	7	AB	AA	sqblue	circleblack	line	circleblue	sqblue	prime	1308600554	2.510092	8
12	69	49	7	AB	BB	tripurp	diared	line	diared	trired	prime	1308600586	3.235165	8
12	20	50	7	AB	AC	tripurp	diablue	line	diapurp	triblack	prime	1308600467	1.612149	7
12	16	51	7	AB	CB	sqblue	circlered	line	circleblack	sqred	prime	1308600456	2.758332	7
12	18	52	7	AB	CA	octored	circleblue	line	circlepurp	octored	prime	1308600461	1.547327	7
12	24	53	7	AB	BC	circlepurp	diared	line	diared	circleblack	prime	1308600479	1.184638	7
12	77	54	7	AB	CD	sqpurp	circleblack	line	circleblue	sqred	prime	1308600603	3.737351	7
12	6	55	7	AB	AB	heartblack	sqblue	line	heartblack	sqblue	prime	1308600427	1.317001	9
12	78	56	7	AB	BA	sqblack	heartblue	line	sqblue	heartblack	prime	1308600607	2.411847	8
12	63	57	7	AB	AA	circleblack	triblue	line	circleblack	triblack	prime	1308600573	1.794702	8
12	39	58	7	AB	BB	triblue	octored	line	trired	octored	prime	1308600511	1.427387	8
12	60	59	7	AB	AC	octoblue	heartred	line	octoblue	heartblack	prime	1308600565	3.619381	7
12	12	60	7	AB	CB	heartblue	circleblack	line	heartpurp	circleblack	prime	1308600445	2.923032	7
12	34	61	7	AB	CA	octored	sqblue	line	octoblack	sqred	prime	1308600498	1.449051	7
12	71	62	7	AB	BC	sqblack	triblue	line	sqblue	trired	prime	1308600591	1.147863	8
12	62	63	7	AB	CD	octoblue	sqblack	line	octopurp	sqred	prime	1308600571	1.019191	7
12	22	64	7	AB	AB	octored	triblack	line	octored	triblack	prime	1308600471	1.146807	8
12	67	65	7	AB	BA	circleblack	diapurp	line	diablack	circlepurp	prime	1308600581	2.909038	8
12	13	66	7	AB	AA	circleblue	heartpurp	line	circleblue	circlepurp	prime	1308600448	1.829215	7
12	5	67	7	AB	BB	trired	diapurp	line	diared	diapurp	prime	1308600424	2.589231	7
12	57	68	7	AB	AC	sqpurp	circlered	line	sqpurp	octored	prime	1308600559	3.09111	8
12	15	69	7	AB	CB	heartblack	sqred	line	triblack	sqred	prime	1308600453	2.425912	7
12	43	70	7	AB	CA	diapurp	octored	line	heartpurp	diared	prime	1308600520	2.04593	5
12	74	71	7	AB	BC	sqblack	triblue	line	triblack	heartblue	prime	1308600597	2.175481	7
12	19	72	7	AB	CD	octoblack	circlered	line	triblack	heartred	prime	1308600463	3.253487	8
12	10	73	7	AB	AB	triblue	sqblack	line	triblue	sqblack	prime	1308600440	0.817644	8
12	64	74	7	AB	BA	trired	circlepurp	line	circlered	tripurp	prime	1308600575	1.54471	8
12	3	75	7	AB	AA	diablue	octoblack	line	octoblue	diablue	prime	1308600417	3.353233	8
12	4	76	7	AB	BB	sqred	tripurp	line	tripurp	sqpurp	prime	1308600421	3.021066	8
12	37	77	7	AB	AC	triblack	circlepurp	line	circleblack	trired	prime	1308600506	3.070327	6
12	53	78	7	AB	CB	circlered	octoblack	line	octopurp	circleblack	prime	1308600551	1.20135	8
12	36	79	7	AB	CA	sqpurp	triblue	line	triblack	sqpurp	prime	1308600502	2.773655	8
12	7	80	7	AB	BC	tripurp	diablue	line	diablue	triblack	prime	1308600429	2.488948	8
12	17	81	7	AB	CD	heartpurp	sqblack	line	sqblue	heartred	prime	1308600459	1.715764	7
13	22	1	7	AB	AB	octored	triblack	line	octored	triblack	prime	1308676589	3.532521	9
13	41	2	7	AB	BA	sqblue	diablack	line	sqblack	diablue	prime	1308676660	2.395501	8
13	4	3	7	AB	AA	diablue	circleblack	line	diablue	circleblue	prime	1308676526	3.817322	7
13	42	4	7	AB	BB	sqblue	octoblack	line	sqblack	octoblack	prime	1308676662	1.898845	8
13	55	5	7	AB	AC	diablack	tripurp	line	diablack	trired	prime	1308676703	3.21985	6
13	23	6	7	AB	CB	octopurp	sqblack	line	octoblue	sqblack	prime	1308676593	2.097426	6
13	26	7	7	AB	CA	circlepurp	triblack	line	circleblue	tripurp	prime	1308676602	3.202706	5
13	54	8	7	AB	BC	diablack	triblue	line	diablue	tripurp	prime	1308676700	2.407103	5
13	52	9	7	AB	CD	diablue	heartpurp	line	diared	heartblack	prime	1308676693	4.482903	4
13	8	10	7	AB	AB	tripurp	sqred	line	sqpurp	trired	prime	1308676540	3.120424	7
13	45	11	7	AB	BA	sqred	heartblue	line	heartblue	sqred	prime	1308676671	2.526012	9
13	9	12	7	AB	AA	circleblack	octoblue	line	octoblack	circleblack	prime	1308676543	2.49302	7
13	16	13	7	AB	BB	sqpurp	diablack	line	diablack	sqblack	prime	1308676567	3.126178	7
13	73	14	7	AB	AC	sqpurp	heartblue	line	heartpurp	sqred	prime	1308676756	5.146304	4
13	12	15	7	AB	CB	octopurp	diared	line	diablack	octored	prime	1308676552	3.121897	5
13	68	16	7	AB	CA	octopurp	diablack	line	diablue	octopurp	prime	1308676745	1.400775	4
13	37	17	7	AB	BC	diared	triblack	line	triblack	diablue	prime	1308676648	2.921028	4
13	66	18	7	AB	CD	circlepurp	heartblue	line	heartred	circleblack	prime	1308676740	2.046082	5
13	43	19	7	AB	AB	sqblack	diablue	line	sqblack	sqblue	prime	1308676665	1.88223	6
13	38	20	7	AB	BA	diablack	sqpurp	line	diapurp	diablack	prime	1308676651	2.545286	5
13	34	21	7	AB	AA	heartblack	circlepurp	line	heartblack	heartblack	prime	1308676631	3.140859	6
13	76	22	7	AB	BB	sqred	heartblack	line	sqblack	sqblack	prime	1308676767	1.170159	3
13	44	23	7	AB	AC	circlepurp	diablue	line	circlepurp	circlered	prime	1308676667	3.123253	5
13	71	24	7	AB	CB	diapurp	circleblack	line	diared	diablack	prime	1308676753	1.068798	5
13	2	25	7	AB	CA	sqblack	trired	line	sqpurp	sqblack	prime	1308676521	1.847245	5
13	65	26	7	AB	BC	octoblue	tripurp	line	octopurp	octoblack	prime	1308676737	2.508395	4
13	64	27	7	AB	CD	octored	tripurp	line	octoblue	octoblack	prime	1308676734	2.672867	4
13	62	28	7	AB	AB	octoblack	diared	line	diablack	diared	prime	1308676727	3.902607	3
13	79	29	7	AB	BA	octopurp	sqblack	line	sqblack	sqpurp	prime	1308676777	1.436252	5
13	48	30	7	AB	AA	heartpurp	sqblue	line	sqpurp	sqpurp	prime	1308676679	1.982558	4
13	39	31	7	AB	BB	tripurp	heartblack	line	heartblack	heartblack	prime	1308676654	2.195167	7
13	69	32	7	AB	AC	octopurp	sqblue	line	sqpurp	sqblack	prime	1308676747	1.99877	5
13	63	33	7	AB	CB	triblue	circlered	line	circleblack	circlered	prime	1308676731	1.893662	4
13	27	34	7	AB	CA	octoblack	sqblue	line	sqpurp	sqblack	prime	1308676606	1.766775	4
13	24	35	7	AB	BC	diablack	heartred	line	heartred	heartblue	prime	1308676595	3.321513	4
13	49	36	7	AB	CD	circlered	octoblack	line	octoblue	octopurp	prime	1308676681	5.60869	3
13	75	37	7	AB	AB	diablack	circleblue	line	diablack	sqblue	prime	1308676765	1.582195	4
13	5	38	7	AB	BA	circlepurp	sqblack	line	circleblack	diapurp	prime	1308676530	3.421879	6
13	78	39	7	AB	AA	diablue	circlered	line	diablue	octoblue	prime	1308676773	3.768054	4
13	18	40	7	AB	BB	diared	triblue	line	diablue	sqblue	prime	1308676573	3.999468	6
13	0	41	7	AB	AC	circleblue	heartred	line	circleblue	sqblack	prime	1308676503	9.982207	2
13	70	42	7	AB	CB	circlered	octoblack	line	circleblue	diablack	prime	1308676749	3.0066	4
13	1	43	7	AB	CA	trired	circleblue	line	tripurp	sqred	prime	1308676513	7.243092	5
13	10	44	7	AB	BC	circleblue	diared	line	circlered	octoblack	prime	1308676546	2.888519	4
13	40	45	7	AB	CD	heartpurp	sqred	line	heartblack	octoblue	prime	1308676657	2.045987	2
13	13	46	7	AB	AB	circleblack	triblue	line	diablack	triblue	prime	1308676556	3.020481	5
13	30	47	7	AB	BA	tripurp	sqred	line	diared	sqpurp	prime	1308676615	4.000969	8
13	20	48	7	AB	AA	sqpurp	octoblack	line	circlepurp	octopurp	prime	1308676582	2.611572	3
13	46	49	7	AB	BB	diablue	octored	line	heartred	octored	prime	1308676674	2.392018	6
13	67	50	7	AB	AC	circleblue	sqred	line	octoblue	sqblack	prime	1308676742	2.19505	3
13	25	51	7	AB	CB	sqred	diapurp	line	circleblack	diapurp	prime	1308676599	2.345347	4
13	21	52	7	AB	CA	octoblack	circlered	line	diapurp	circleblack	prime	1308676585	3.504755	2
13	14	53	7	AB	BC	octopurp	diablue	line	sqblue	diared	prime	1308676559	4.233777	4
13	6	54	7	AB	CD	octoblack	heartblue	line	circlepurp	heartred	prime	1308676534	1.895113	5
13	51	55	7	AB	AB	heartblue	triblack	line	octoblue	heartblack	prime	1308676690	2.044003	2
13	60	56	7	AB	BA	trired	octoblack	line	heartblack	trired	prime	1308676720	2.224647	4
13	50	57	7	AB	AA	diablack	sqblue	line	triblack	diablack	prime	1308676687	2.459798	3
13	28	58	7	AB	BB	triblue	circlepurp	line	sqpurp	tripurp	prime	1308676608	3.783837	5
13	56	59	7	AB	AC	sqblue	diapurp	line	circleblue	sqred	prime	1308676707	3.371624	4
13	7	60	7	AB	CB	circleblue	octopurp	line	sqblack	circlepurp	prime	1308676537	2.36112	4
13	74	61	7	AB	CA	diablue	octoblack	line	heartpurp	diablue	prime	1308676762	1.947223	4
13	58	62	7	AB	BC	triblack	diapurp	line	octopurp	trired	prime	1308676715	1.943565	1
13	47	63	7	AB	CD	heartblue	diared	line	triblack	heartpurp	prime	1308676677	1.480616	4
13	31	64	7	AB	AB	diablue	trired	line	triblue	circlered	prime	1308676619	4.974367	4
13	11	65	7	AB	BA	circleblue	octopurp	line	octopurp	triblue	prime	1308676550	2.259467	5
13	17	66	7	AB	AA	tripurp	sqblue	line	sqpurp	circlepurp	prime	1308676571	2.178456	5
13	15	67	7	AB	BB	sqblue	octored	line	octored	circlered	prime	1308676564	2.673997	5
13	3	68	7	AB	AC	sqblue	trired	line	triblue	diablack	prime	1308676523	2.404366	4
13	36	69	7	AB	CB	triblue	sqred	line	sqblack	circlered	prime	1308676638	8.988488	1
13	53	70	7	AB	CA	heartred	octoblack	line	octoblue	diared	prime	1308676698	2.492726	3
13	59	71	7	AB	BC	circleblue	diapurp	line	diapurp	heartred	prime	1308676718	1.89677	3
13	72	72	7	AB	CD	triblue	heartblack	line	heartred	diapurp	prime	1308676754	1.662926	4
13	33	73	7	AB	AB	diapurp	sqred	line	octopurp	trired	prime	1308676628	2.65772	2
13	77	74	7	AB	BA	triblue	sqblack	line	diablack	octoblue	prime	1308676768	3.917323	3
13	29	75	7	AB	AA	heartred	circleblue	line	octored	trired	prime	1308676612	2.340366	4
13	61	76	7	AB	BB	triblack	octoblue	line	sqblue	circleblue	prime	1308676723	3.8332	3
13	57	77	7	AB	AC	sqred	octopurp	line	trired	diablack	prime	1308676711	3.734955	1
13	35	78	7	AB	CB	circleblack	diapurp	line	trired	sqpurp	prime	1308676635	2.90705	4
13	80	79	7	AB	CA	diapurp	sqred	line	heartblack	octopurp	prime	1308676779	3.737503	1
13	32	80	7	AB	BC	sqpurp	diablack	line	circleblack	trired	prime	1308676625	3.139381	1
13	19	81	7	AB	CD	circleblack	heartpurp	line	sqred	octoblue	prime	1308676578	3.304771	1
14	50	1	7	AB	AB	diablack	circleblue	line	diablack	circleblue	prime	1308679567	1.233866	9
14	10	2	7	AB	BA	heartred	octoblue	line	heartblue	octored	prime	1308679479	2.722698	9
14	18	3	7	AB	AA	tripurp	octored	line	tripurp	octopurp	prime	1308679498	1.479256	9
14	61	4	7	AB	BB	sqblue	triblack	line	sqblack	triblack	prime	1308679588	1.298513	9
14	8	5	7	AB	AC	sqpurp	diared	line	sqpurp	diablue	prime	1308679475	1.301266	9
14	20	6	7	AB	CB	triblack	octored	line	tripurp	octored	prime	1308679502	1.726669	9
14	66	7	7	AB	CA	circlepurp	sqblue	line	circlered	sqpurp	prime	1308679598	0.754319	9
14	46	8	7	AB	BC	tripurp	diablack	line	triblack	diablue	prime	1308679558	2.076303	5
14	54	9	7	AB	CD	diablue	triblack	line	diapurp	trired	prime	1308679574	0.899143	9
14	26	10	7	AB	AB	diared	sqblack	line	sqred	diablack	prime	1308679516	1.334602	9
14	67	11	7	AB	BA	diapurp	heartred	line	heartred	diapurp	prime	1308679599	1.051873	9
14	31	12	7	AB	AA	triblue	circlepurp	line	circleblue	triblue	prime	1308679529	1.544474	9
14	15	13	7	AB	BB	diared	triblue	line	triblue	diablue	prime	1308679492	1.610747	9
14	53	14	7	AB	AC	sqblack	circlered	line	circleblack	sqblue	prime	1308679573	1.300836	9
14	39	15	7	AB	CB	triblack	sqpurp	line	sqblue	tripurp	prime	1308679545	1.099503	9
14	6	16	7	AB	CA	heartblack	diared	line	diapurp	heartblack	prime	1308679468	2.362088	9
14	62	17	7	AB	BC	sqpurp	trired	line	trired	sqblue	prime	1308679590	1.131235	9
14	33	18	7	AB	CD	trired	sqpurp	line	sqblack	triblue	prime	1308679533	1.082431	9
14	29	19	7	AB	AB	diapurp	circleblue	line	diapurp	diablue	prime	1308679523	2.708946	6
14	45	20	7	AB	BA	octopurp	heartblue	line	octoblue	octopurp	prime	1308679556	1.648247	6
14	34	21	7	AB	AA	octored	triblue	line	octored	octored	prime	1308679535	1.710572	5
14	70	22	7	AB	BB	heartpurp	triblack	line	heartblack	heartblack	prime	1308679606	1.134406	5
14	0	23	7	AB	AC	heartblue	triblack	line	heartblue	heartpurp	prime	1308679446	2.969953	6
14	3	24	7	AB	CB	heartblack	circlepurp	line	heartred	heartpurp	prime	1308679456	2.741182	6
14	55	25	7	AB	CA	sqblue	diared	line	sqblack	sqblue	prime	1308679576	1.168848	5
14	2	26	7	AB	BC	diablue	tripurp	line	diapurp	diablack	prime	1308679453	2.588968	7
14	63	27	7	AB	CD	heartpurp	sqblack	line	heartred	heartblue	prime	1308679592	1.052438	5
14	78	28	7	AB	AB	octored	heartpurp	line	heartred	heartpurp	prime	1308679621	1.167634	6
14	30	29	7	AB	BA	triblack	sqred	line	sqred	sqblack	prime	1308679526	2.509568	5
14	42	30	7	AB	AA	circlepurp	sqblue	line	sqpurp	sqpurp	prime	1308679551	1.252828	5
14	41	31	7	AB	BB	heartblue	diapurp	line	diapurp	diapurp	prime	1308679549	1.384155	6
14	13	32	7	AB	AC	sqpurp	triblack	line	tripurp	trired	prime	1308679488	1.975631	5
14	36	33	7	AB	CB	triblue	heartred	line	heartblack	heartred	prime	1308679539	1.563009	5
14	69	34	7	AB	CA	trired	diablue	line	diapurp	diared	prime	1308679603	2.176326	6
14	57	35	7	AB	BC	circlepurp	sqred	line	sqred	sqblue	prime	1308679580	1.764792	6
14	19	36	7	AB	CD	octopurp	heartred	line	heartblack	heartblue	prime	1308679500	1.747624	5
14	32	37	7	AB	AB	heartred	diablue	line	heartred	circleblue	prime	1308679531	2.02785	5
14	23	38	7	AB	BA	sqred	triblue	line	sqblue	diared	prime	1308679509	1.977519	9
14	11	39	7	AB	AA	octoblack	diablue	line	octoblack	heartblack	prime	1308679482	2.461495	5
14	12	40	7	AB	BB	sqblue	heartpurp	line	sqpurp	diapurp	prime	1308679485	1.964317	5
14	76	41	7	AB	AC	sqpurp	octoblack	line	sqpurp	heartblue	prime	1308679617	1.617472	5
14	51	42	7	AB	CB	octoblack	sqpurp	line	octored	circlepurp	prime	1308679569	1.59939	6
14	64	43	7	AB	CA	heartblue	diablack	line	heartpurp	triblue	prime	1308679593	1.679796	5
14	80	44	7	AB	BC	diablack	heartred	line	diared	triblue	prime	1308679624	1.546451	5
14	7	45	7	AB	CD	triblack	sqred	line	triblue	heartpurp	prime	1308679471	3.648548	5
14	25	46	7	AB	AB	sqblack	circlered	line	diablack	circlered	prime	1308679514	1.781005	6
14	68	47	7	AB	BA	heartpurp	octored	line	diared	octopurp	prime	1308679601	2.012574	5
14	16	48	7	AB	AA	trired	circleblue	line	heartred	circlered	prime	1308679494	1.345215	5
14	73	49	7	AB	BB	octoblue	diablack	line	heartblack	diablack	prime	1308679610	1.797932	5
14	38	50	7	AB	AC	tripurp	sqblue	line	diapurp	sqblack	prime	1308679543	1.681484	6
14	17	51	7	AB	CB	diablue	trired	line	circlepurp	trired	prime	1308679496	1.975749	6
14	60	52	7	AB	CA	circlepurp	sqblack	line	heartred	sqpurp	prime	1308679586	1.749758	6
14	24	53	7	AB	BC	circleblack	sqred	line	heartred	sqblue	prime	1308679511	2.061854	5
14	1	54	7	AB	CD	octoblue	trired	line	circlepurp	triblack	prime	1308679450	2.669274	6
14	37	55	7	AB	AB	sqpurp	circleblack	line	octopurp	sqblack	prime	1308679541	1.203393	5
14	28	56	7	AB	BA	octoblue	sqred	line	diared	octoblue	prime	1308679520	2.459182	9
14	43	57	7	AB	AA	triblack	octoblue	line	circleblack	triblack	prime	1308679552	1.263879	5
14	56	58	7	AB	BB	heartred	circleblue	line	diablue	heartblue	prime	1308679577	1.812343	5
14	77	59	7	AB	AC	triblue	sqpurp	line	diablue	triblack	prime	1308679619	1.363556	5
14	35	60	7	AB	CB	sqpurp	octored	line	triblue	sqred	prime	1308679537	1.546914	5
14	21	61	7	AB	CA	triblack	sqred	line	circleblue	triblack	prime	1308679505	1.479013	5
14	49	62	7	AB	BC	heartblack	diablue	line	sqblue	heartred	prime	1308679565	1.648191	5
14	79	63	7	AB	CD	sqred	diapurp	line	circleblue	sqblack	prime	1308679622	1.49986	5
14	5	64	7	AB	AB	heartblack	diablue	line	diablack	circleblue	prime	1308679465	2.724638	6
14	74	65	7	AB	BA	sqred	diablack	line	diablack	circlered	prime	1308679613	1.747815	6
14	59	66	7	AB	AA	trired	sqblue	line	sqred	diared	prime	1308679584	2.176249	5
14	47	67	7	AB	BB	heartpurp	sqblue	line	sqblue	diablue	prime	1308679560	2.361423	5
14	22	68	7	AB	AC	sqblue	triblack	line	triblue	octopurp	prime	1308679507	1.61158	5
14	75	69	7	AB	CB	octopurp	heartblue	line	heartblack	sqblue	prime	1308679615	1.367164	5
14	27	70	7	AB	CA	sqred	circleblue	line	circlepurp	octored	prime	1308679518	1.597621	6
14	52	71	7	AB	BC	heartpurp	trired	line	trired	octoblack	prime	1308679571	1.230339	5
14	48	72	7	AB	CD	diared	sqpurp	line	sqblue	octoblack	prime	1308679563	1.185516	5
14	40	73	7	AB	AB	sqblue	octoblack	line	diablue	triblack	prime	1308679547	1.514431	6
14	14	74	7	AB	BA	heartred	sqblue	line	diablue	octored	prime	1308679490	1.398672	5
14	72	75	7	AB	AA	circlered	triblue	line	sqred	octored	prime	1308679609	0.998467	6
14	4	76	7	AB	BB	diared	sqblack	line	octoblack	heartblack	prime	1308679459	5.094692	4
14	44	77	7	AB	AC	diared	octoblue	line	circlered	tripurp	prime	1308679554	1.313907	6
14	71	78	7	AB	CB	sqred	heartpurp	line	octoblack	circlepurp	prime	1308679607	1.019497	5
14	9	79	7	AB	CA	octopurp	heartred	line	circleblue	tripurp	prime	1308679477	1.71141	6
14	65	80	7	AB	BC	heartblue	diared	line	sqred	octopurp	prime	1308679596	1.913157	5
14	58	81	7	AB	CD	circlepurp	diablue	line	sqred	heartblack	prime	1308679582	1.250934	5
15	18	1	7	AB	AB	octoblack	sqblue	line	octoblack	sqblue	prime	1308679731	1.781775	9
15	58	2	7	AB	BA	diablue	octored	line	diared	octoblue	prime	1308679836	1.563651	9
15	77	3	7	AB	AA	heartpurp	sqblack	line	heartpurp	sqpurp	prime	1308679890	0.905432	9
15	24	4	7	AB	BB	octopurp	circleblack	line	octoblack	circleblack	prime	1308679747	1.317485	9
15	68	5	7	AB	AC	heartred	tripurp	line	heartred	triblue	prime	1308679866	1.411892	9
15	54	6	7	AB	CB	heartblue	diablack	line	heartpurp	diablack	prime	1308679828	1.21838	9
15	8	7	7	AB	CA	heartpurp	octored	line	heartblue	octopurp	prime	1308679707	1.18286	9
15	33	8	7	AB	BC	sqblue	circleblack	line	sqblack	circlered	prime	1308679771	1.284352	9
15	56	9	7	AB	CD	heartblack	diapurp	line	heartred	diablue	prime	1308679833	1.018702	9
15	10	10	7	AB	AB	circlepurp	sqblue	line	sqpurp	circleblue	prime	1308679711	1.002673	9
15	0	11	7	AB	BA	diablack	triblue	line	triblue	diablack	prime	1308679688	1.842192	9
15	76	12	7	AB	AA	heartblue	octored	line	octoblue	heartblue	prime	1308679889	1.1161	9
15	23	13	7	AB	BB	heartblack	tripurp	line	tripurp	heartpurp	prime	1308679745	1.26483	9
15	65	14	7	AB	AC	diablack	octopurp	line	octoblack	diablue	prime	1308679856	1.781567	9
15	79	15	7	AB	CB	sqpurp	heartred	line	heartblue	sqred	prime	1308679895	2.37773	9
15	9	16	7	AB	CA	heartblue	octopurp	line	octoblack	heartblue	prime	1308679709	1.317045	9
15	11	17	7	AB	BC	trired	octopurp	line	octopurp	triblack	prime	1308679712	1.46227	9
15	28	18	7	AB	CD	sqpurp	triblack	line	triblue	sqred	prime	1308679761	1.198164	9
15	15	19	7	AB	AB	heartblack	sqred	line	heartblack	heartred	prime	1308679724	1.764083	7
15	25	20	7	AB	BA	triblue	sqred	line	trired	triblue	prime	1308679749	2.387871	5
15	6	21	7	AB	AA	sqblack	octoblue	line	sqblack	sqblack	prime	1308679702	2.461774	6
15	29	22	7	AB	BB	diapurp	triblack	line	diablack	diablack	prime	1308679763	1.15066	5
15	71	23	7	AB	AC	octoblue	circleblack	line	octoblue	octored	prime	1308679873	1.7794	7
15	53	24	7	AB	CB	diablack	sqred	line	diapurp	diared	prime	1308679826	1.532718	6
15	32	25	7	AB	CA	octored	heartblue	line	octoblack	octored	prime	1308679769	1.497773	6
15	80	26	7	AB	BC	triblue	heartpurp	line	tripurp	trired	prime	1308679898	0.930295	9
15	40	27	7	AB	CD	sqblack	circlered	line	sqblue	sqpurp	prime	1308679795	1.434455	5
15	72	28	7	AB	AB	octopurp	triblack	line	tripurp	triblack	prime	1308679875	2.655086	6
15	4	29	7	AB	BA	diapurp	trired	line	trired	tripurp	prime	1308679698	1.889476	5
15	26	30	7	AB	AA	circlepurp	triblack	line	tripurp	tripurp	prime	1308679751	7.013779	5
15	19	31	7	AB	BB	tripurp	heartblack	line	heartblack	heartblack	prime	1308679733	1.383034	7
15	49	32	7	AB	AC	sqred	circleblack	line	circlered	circlepurp	prime	1308679815	1.482552	6
15	21	33	7	AB	CB	triblack	octored	line	octopurp	octored	prime	1308679739	2.59043	5
15	47	34	7	AB	CA	heartblack	sqpurp	line	sqblue	sqblack	prime	1308679811	1.451855	6
15	46	35	7	AB	BC	trired	octoblue	line	octoblue	octopurp	prime	1308679808	1.810935	6
15	13	36	7	AB	CD	triblack	diared	line	diablue	diapurp	prime	1308679717	2.259983	5
15	17	37	7	AB	AB	circlepurp	diared	line	circlepurp	octored	prime	1308679728	1.780478	6
15	52	38	7	AB	BA	circleblack	diapurp	line	circlepurp	heartblack	prime	1308679822	3.455999	5
